product_name,category,unit_size,batch_id,production_date,total_weight_kg,in_stock_quantity,price_per_unit,cost_per_unit,operator_name,print_count,printed_by
Green Chilly Pickle,Pickle,100gm,B02244,2025-08-22,12.5,125,107.76,72.59,Priya,167,Printer_B
Sunday Kala Masala,Masala,50gm,B02245,2023-11-25,7.15,143,87.56,78.09,Sunil,198,Printer_C
Lasun Pickle,Pickle,1kg,B02246,2024-03-10,141.0,141,103.74,90.02,Neha,138,Printer_A
Mango Pickle,Pickle,50gm,B02247,2024-04-21,7.8,156,91.1,46.22,Ajay,191,Printer_B
Maruti Mix Pickle,Pickle,50gm,B02248,2023-06-08,6.45,129,148.56,106.49,Sunil,198,Printer_B
Mix Pickle,Pickle,100gm,B02249,2024-03-28,14.9,149,149.52,125.62,Neha,21,Printer_C
Dhana Powder,Masala,500gm,B02250,2024-06-09,39.0,78,58.68,40.16,Neha,272,Printer_C
Papad,Papad,1kg,B02251,2025-12-01,109.0,109,54.82,48.11,Sunil,65,Printer_B
Malvani Masala,Masala,1kg,B02252,2025-03-09,159.0,159,135.53,107.03,Ajay,78,Printer_B
Murabba,Pickle,50gm,B02253,2025-10-02,5.65,113,65.93,44.88,Seema,39,Printer_B
Malvani Masala,Masala,100gm,B02254,2023-12-27,14.5,145,111.63,83.46,Ajay,279,Printer_B
Chunda,Pickle,50gm,B02255,2024-10-26,3.75,75,147.63,117.37,Ravi,62,Printer_A
Goda Masala,Masala,1kg,B02256,2024-08-24,74.0,74,33.78,21.5,Neha,73,Printer_C
Tikha & Lal Mirchi Powder,Masala,100gm,B02257,2023-09-21,13.9,139,137.88,108.53,Priya,262,Printer_A
Garam Masala,Masala,200gm,B02258,2023-01-14,14.0,70,127.31,91.68,Neha,49,Printer_A
Karala Chatani,Chutney,1kg,B02259,2025-07-11,119.0,119,92.43,56.49,Neha,58,Printer_B
Papad,Papad,500gm,B02260,2025-10-17,38.5,77,137.7,120.12,Neha,15,Printer_A
Bedgi Mirchi Powder,Masala,50gm,B02261,2023-08-11,4.45,89,70.98,47.18,Sunil,67,Printer_C
Garam Masala,Masala,1kg,B02262,2025-12-08,125.0,125,56.05,42.74,Sunil,180,Printer_B
Green Chilly Pickle,Pickle,500gm,B02263,2024-10-27,68.0,136,132.02,90.66,Neha,71,Printer_C
Khobra Lasun Chatani,Chutney,50gm,B02264,2025-10-13,4.5,90,51.95,34.82,Ajay,187,Printer_A
Shengdana Chatani,Chutney,50gm,B02265,2024-09-26,5.75,115,94.51,73.03,Ravi,279,Printer_C
Maruti Mix Pickle,Pickle,200gm,B02266,2023-08-08,28.6,143,77.96,69.76,Seema,281,Printer_B
Dal Tadka Masala,Masala,50gm,B02267,2025-02-14,5.45,109,35.35,22.73,Seema,90,Printer_A
Murabba,Pickle,1kg,B02268,2023-01-15,51.0,51,114.16,68.99,Seema,182,Printer_B
Dhana Powder,Masala,200gm,B02269,2023-10-28,10.2,51,109.91,93.07,Sunil,76,Printer_C
Mix Pickle,Pickle,50gm,B02270,2024-09-25,2.7,54,144.4,125.77,Sunil,131,Printer_B
Javas Chatani,Chutney,500gm,B02271,2024-12-24,34.5,69,89.88,55.88,Ravi,59,Printer_A
Maruti Mango Pickle,Pickle,500gm,B02272,2023-12-07,37.0,74,90.39,74.98,Neha,38,Printer_C
Shengdana Chatani,Chutney,200gm,B02273,2024-06-20,23.8,119,68.81,58.2,Ravi,23,Printer_B
Garam Masala,Masala,500gm,B02274,2023-05-24,25.0,50,50.69,43.68,Seema,99,Printer_A
Kolhapuri Jhatka,Masala,200gm,B02275,2024-01-14,18.2,91,102.93,54.05,Ajay,103,Printer_B
Lime Chilly Pickle,Pickle,500gm,B02276,2025-11-14,42.0,84,92.2,57.34,Sunil,83,Printer_C
Kashmiri Mirchi Powder,Masala,1kg,B02277,2024-04-02,71.0,71,61.95,37.75,Ravi,165,Printer_C
Haldi Powder,Masala,1kg,B02278,2024-11-11,103.0,103,128.14,114.52,Seema,254,Printer_C
Karala Chatani,Chutney,1kg,B02279,2023-06-07,80.0,80,54.78,44.95,Seema,201,Printer_C
Lasun Pickle,Pickle,50gm,B02280,2023-10-15,4.1,82,45.9,35.07,Sunil,19,Printer_C
Hirva Thecha,Thecha,1kg,B02281,2024-12-19,65.0,65,40.74,29.55,Sunil,158,Printer_B
Lime Chilly Pickle,Pickle,50gm,B02282,2025-12-09,4.4,88,145.57,127.41,Priya,94,Printer_B
Maruti Mix Pickle,Pickle,1kg,B02283,2025-12-14,137.0,137,39.49,29.0,Sunil,202,Printer_C
Sunday Kala Masala,Masala,1kg,B02284,2025-09-20,136.0,136,42.14,33.16,Sunil,243,Printer_A
Shengdana Chatani,Chutney,200gm,B02285,2023-08-12,29.0,145,124.67,83.54,Priya,137,Printer_A
Chatpata Masala,Masala,50gm,B02286,2024-01-17,5.6,112,62.9,43.78,Neha,109,Printer_A
Shengdana Chatani,Chutney,50gm,B02287,2023-11-26,6.15,123,134.84,86.03,Sunil,160,Printer_A
Jai Ho Mango Pickle,Pickle,500gm,B02288,2024-08-02,43.0,86,80.15,41.15,Ajay,21,Printer_C
Mango Pickle,Pickle,500gm,B02289,2025-02-25,67.0,134,81.31,44.58,Ajay,25,Printer_C
Mango Pickle,Pickle,100gm,B02290,2024-08-24,13.1,131,84.39,72.23,Seema,122,Printer_B
Green Chilly Pickle,Pickle,1kg,B02291,2024-09-17,128.0,128,90.74,76.62,Ravi,297,Printer_A
Kolhapuri Thecha,Thecha,200gm,B02292,2023-12-14,13.2,66,86.95,61.6,Neha,70,Printer_A
Khobra Lasun Chatani,Chutney,1kg,B02293,2025-06-01,107.0,107,94.28,67.72,Priya,85,Printer_B
Chunda,Pickle,200gm,B02294,2025-10-14,13.6,68,125.62,88.22,Priya,57,Printer_C
Meat Masala,Masala,500gm,B02295,2024-06-03,65.5,131,88.84,75.87,Neha,120,Printer_A
Lime Chilly Pickle,Pickle,500gm,B02296,2023-10-22,33.5,67,100.55,88.52,Neha,107,Printer_C
Tikhat Mirchi Powder,Masala,200gm,B02297,2023-04-07,20.6,103,98.73,66.3,Sunil,214,Printer_C
Garam Masala,Masala,1kg,B02298,2024-11-09,148.0,148,102.55,77.77,Priya,30,Printer_A
Kolhapuri Thecha,Thecha,100gm,B02299,2024-10-01,7.4,74,42.82,28.76,Ravi,273,Printer_B
Murabba,Pickle,500gm,B02300,2023-12-04,67.0,134,42.75,35.63,Sunil,208,Printer_C
Bedgi Mirchi Powder,Masala,50gm,B02301,2025-03-20,7.0,140,85.28,50.5,Ajay,23,Printer_A
Javas Chatani,Chutney,500gm,B02302,2025-01-21,64.5,129,112.75,97.33,Seema,160,Printer_C
Murabba,Pickle,200gm,B02303,2023-07-25,13.0,65,96.21,68.02,Seema,277,Printer_A
Panipuri Chatani,Chutney,500gm,B02304,2025-06-05,35.0,70,145.86,104.03,Ravi,198,Printer_A
Green Chilly Pickle,Pickle,200gm,B02305,2023-12-15,19.2,96,52.13,33.85,Ajay,154,Printer_B
Garam Masala,Masala,500gm,B02306,2023-10-25,38.0,76,121.14,80.17,Neha,76,Printer_C
Garam Masala,Masala,50gm,B02307,2025-11-24,7.05,141,109.68,73.62,Neha,252,Printer_B
Karala Chatani,Chutney,100gm,B02308,2025-10-20,13.3,133,123.1,86.37,Ravi,144,Printer_A
Chicken Masala,Masala,1kg,B02309,2025-08-03,50.0,50,143.44,125.53,Neha,111,Printer_A
Mango Pickle,Pickle,50gm,B02310,2023-12-11,6.3,126,36.27,27.41,Ajay,97,Printer_A
Dal Tadka Masala,Masala,500gm,B02311,2023-07-03,46.5,93,112.0,62.17,Ajay,114,Printer_A
Green Chilly Pickle,Pickle,50gm,B02312,2025-03-13,4.0,80,68.31,59.55,Ravi,226,Printer_A
Kolhapuri Thecha,Thecha,200gm,B02313,2023-07-18,29.0,145,51.42,38.46,Priya,186,Printer_B
Garam Masala,Masala,100gm,B02314,2024-02-22,10.7,107,53.52,47.27,Priya,167,Printer_B
Chunda,Pickle,100gm,B02315,2025-05-05,14.0,140,75.15,65.91,Neha,160,Printer_C
Tikha & Lal Mirchi Powder,Masala,50gm,B02316,2024-04-02,6.55,131,45.27,39.58,Seema,114,Printer_C
Kolhapuri Jhatka,Masala,50gm,B02317,2024-07-04,2.9,58,109.07,97.81,Neha,247,Printer_C
Chatpata Thecha,Thecha,1kg,B02318,2023-12-03,69.0,69,117.44,89.07,Ravi,92,Printer_C
Goda Masala,Masala,500gm,B02319,2025-08-06,39.5,79,43.64,26.24,Ravi,109,Printer_B
Mango Pickle,Pickle,500gm,B02320,2023-08-11,56.0,112,130.46,112.14,Sunil,261,Printer_C
Green Chilly Pickle,Pickle,500gm,B02321,2023-10-28,74.5,149,117.3,74.43,Sunil,286,Printer_A
Panipuri Chatani,Chutney,1kg,B02322,2023-08-11,94.0,94,64.16,39.32,Ajay,183,Printer_A
Lime Chilly Pickle,Pickle,500gm,B02323,2025-01-26,64.0,128,135.62,89.31,Sunil,288,Printer_C
Green Chilly Pickle,Pickle,500gm,B02324,2025-12-04,40.5,81,104.47,72.24,Ajay,41,Printer_B
Panipuri Chatani,Chutney,500gm,B02325,2023-12-17,67.5,135,141.98,112.34,Sunil,85,Printer_A
Kitchen King Masala,Masala,50gm,B02326,2024-08-03,6.95,139,93.94,69.65,Priya,97,Printer_A
Kashmiri Mirchi Powder,Masala,200gm,B02327,2024-10-03,23.0,115,43.01,37.11,Neha,197,Printer_A
Jai Ho Mango Pickle,Pickle,1kg,B02328,2024-12-22,67.0,67,50.17,37.81,Seema,86,Printer_C
Dhana Powder,Masala,100gm,B02329,2023-12-05,15.3,153,105.01,82.31,Ajay,213,Printer_B
Maruti Mix Pickle,Pickle,50gm,B02330,2025-08-25,5.6,112,110.72,72.19,Priya,130,Printer_B
Green Chilly Pickle,Pickle,1kg,B02331,2024-11-28,88.0,88,37.55,24.64,Ravi,91,Printer_A
Shengdana Chatani,Chutney,50gm,B02332,2024-11-20,4.4,88,54.34,44.76,Sunil,127,Printer_C
Kolhapuri Thecha,Thecha,500gm,B02333,2025-09-23,32.0,64,46.33,39.42,Seema,159,Printer_C
Garam Masala,Masala,1kg,B02334,2024-11-20,139.0,139,140.78,71.06,Ajay,43,Printer_C
Dhana Powder,Masala,200gm,B02335,2024-09-17,20.4,102,74.68,43.05,Ajay,28,Printer_C
Green Chilly Pickle,Pickle,50gm,B02336,2024-12-08,6.35,127,84.01,55.57,Neha,215,Printer_B
Chicken Masala,Masala,100gm,B02337,2025-10-22,8.4,84,36.71,23.59,Seema,241,Printer_B
Meat Masala,Masala,50gm,B02338,2025-01-21,7.3,146,85.2,58.26,Priya,246,Printer_B
Murabba,Pickle,500gm,B02339,2024-08-28,65.0,130,130.37,98.24,Priya,233,Printer_C
Mango Pickle,Pickle,100gm,B02340,2023-05-19,13.5,135,31.2,26.98,Seema,29,Printer_C
Mix Pickle,Pickle,1kg,B02341,2023-06-06,61.0,61,53.72,37.37,Priya,131,Printer_B
Tikha & Lal Mirchi Powder,Masala,200gm,B02342,2023-09-28,20.4,102,90.93,59.08,Ajay,209,Printer_B
Lasun Pickle,Pickle,200gm,B02343,2025-07-02,11.4,57,146.41,88.81,Ravi,73,Printer_A
Misal Masala,Masala,1kg,B02344,2023-11-11,130.0,130,31.88,22.57,Neha,147,Printer_B
Garam Masala,Masala,1kg,B02345,2024-07-13,137.0,137,46.28,29.79,Seema,190,Printer_C
Sunday Kala Masala,Masala,100gm,B02346,2025-12-22,7.3,73,53.88,48.49,Priya,147,Printer_B
Kolhapuri Thecha,Thecha,100gm,B02347,2023-08-19,12.8,128,113.03,73.1,Neha,184,Printer_B
Garam Masala,Masala,50gm,B02348,2025-10-11,5.7,114,140.48,88.23,Seema,182,Printer_C
sabudana papad,Papad,500gm,B02349,2023-12-11,53.5,107,103.31,51.69,Ajay,97,Printer_B
Javas Chatani,Chutney,100gm,B02350,2025-04-17,13.4,134,140.4,111.63,Priya,199,Printer_A
Kashmiri Mirchi Powder,Masala,1kg,B02351,2023-08-13,114.0,114,122.07,94.97,Ajay,23,Printer_C
Mango Pickle,Pickle,200gm,B02352,2024-12-18,32.2,161,67.87,50.0,Ajay,174,Printer_B
Jai Ho Mango Pickle,Pickle,200gm,B02353,2024-04-07,11.4,57,89.58,57.06,Seema,71,Printer_C
Shengdana Chatani,Chutney,1kg,B02354,2023-12-04,121.0,121,59.22,52.08,Neha,257,Printer_A
Tikha & Lal Mirchi Powder,Masala,1kg,B02355,2025-05-08,146.0,146,126.38,81.64,Seema,29,Printer_A
Kolhapuri Thecha,Thecha,100gm,B02356,2024-05-11,11.2,112,74.8,48.28,Seema,65,Printer_B
Kolhapuri Thecha,Thecha,100gm,B02357,2023-03-06,17.7,177,73.39,45.64,Ajay,119,Printer_B
Mango Pickle,Pickle,1kg,B02358,2023-04-14,118.0,118,74.01,39.35,Ajay,172,Printer_A
Haldi Powder,Masala,1kg,B02359,2024-12-05,127.0,127,51.17,45.38,Sunil,65,Printer_B
Papad,Papad,50gm,B02360,2023-10-06,8.05,161,72.59,47.25,Ajay,280,Printer_A
Green Chilly Pickle,Pickle,1kg,B02361,2024-08-20,77.0,77,30.48,22.87,Sunil,77,Printer_B
Haldi Powder,Masala,200gm,B02362,2023-04-17,13.8,69,49.1,34.68,Priya,188,Printer_B
Garam Masala,Masala,100gm,B02363,2024-08-26,11.6,116,76.88,61.48,Sunil,223,Printer_A
Papad,Papad,1kg,B02364,2025-06-25,150.0,150,41.38,27.44,Ajay,236,Printer_B
Tikhat Mirchi Powder,Masala,100gm,B02365,2023-07-11,13.7,137,90.03,56.23,Ajay,153,Printer_C
Green Chilly Pickle,Pickle,1kg,B02366,2024-12-26,90.0,90,50.01,41.97,Neha,157,Printer_A
Mango Pickle,Pickle,200gm,B02367,2025-12-03,25.4,127,40.34,29.82,Sunil,229,Printer_B
Kanda Lasun Masala,Masala,50gm,B02368,2023-01-26,6.4,128,70.5,42.68,Seema,127,Printer_C
Green Chilly Pickle,Pickle,100gm,B02369,2023-12-05,11.2,112,76.64,46.84,Priya,69,Printer_B
Panipuri Chatani,Chutney,50gm,B02370,2023-01-11,5.35,107,109.62,82.31,Ajay,277,Printer_A
Green Chilly Pickle,Pickle,500gm,B02371,2025-10-22,41.0,82,135.94,100.85,Ravi,165,Printer_B
Mithi Chatani,Chutney,1kg,B02372,2025-06-19,71.0,71,48.79,43.54,Priya,261,Printer_A
Mango Pickle,Pickle,100gm,B02373,2024-07-21,12.4,124,138.36,85.13,Sunil,159,Printer_C
Biryani Pulav Masala,Masala,50gm,B02374,2023-05-17,2.75,55,41.69,28.8,Neha,95,Printer_B
Sunday Kala Masala,Masala,50gm,B02375,2025-03-27,7.1,142,142.91,114.51,Seema,288,Printer_A
Maruti Mango Pickle,Pickle,100gm,B02376,2023-02-20,5.1,51,84.33,71.74,Ravi,13,Printer_C
Tikhat Mirchi Powder,Masala,50gm,B02377,2023-06-01,5.2,104,123.01,96.76,Neha,276,Printer_A
Biryani Pulav Masala,Masala,500gm,B02378,2023-03-18,88.0,176,131.24,73.3,Ajay,22,Printer_C
Garam Masala,Masala,500gm,B02379,2024-08-03,34.0,68,91.07,56.35,Priya,100,Printer_A
Khobra Lasun Chatani,Chutney,500gm,B02380,2024-05-24,41.0,82,83.33,53.54,Neha,297,Printer_C
Misal Masala,Masala,100gm,B02381,2024-03-19,6.6,66,81.85,72.84,Neha,176,Printer_A
Green Chilly Pickle,Pickle,1kg,B02382,2025-10-13,147.0,147,66.35,54.63,Neha,293,Printer_A
Lasun Pickle,Pickle,500gm,B02383,2023-08-06,60.0,120,116.14,104.27,Sunil,71,Printer_C
Mango Pickle,Pickle,50gm,B02384,2024-10-07,5.2,104,65.26,45.79,Ajay,121,Printer_C
Green Chilly Pickle,Pickle,100gm,B02385,2023-05-06,9.5,95,116.95,81.1,Ravi,300,Printer_C
Kashmiri Mirchi Powder,Masala,500gm,B02386,2023-12-24,45.0,90,114.38,57.93,Ajay,177,Printer_C
Mithi Chatani,Chutney,50gm,B02387,2025-05-18,4.2,84,123.35,88.16,Priya,131,Printer_A
Chatpata Masala,Masala,200gm,B02388,2025-12-26,20.6,103,90.47,54.65,Priya,286,Printer_A
Chatpata Masala,Masala,200gm,B02389,2024-06-16,16.6,83,93.11,78.46,Sunil,247,Printer_C
Maruti Mango Pickle,Pickle,500gm,B02390,2023-03-13,33.0,66,136.64,101.82,Seema,20,Printer_C
Chatpata Masala,Masala,200gm,B02391,2025-11-25,31.8,159,67.97,40.96,Ajay,69,Printer_A
Shengdana Chatani,Chutney,1kg,B02392,2025-06-06,142.0,142,97.43,67.65,Priya,235,Printer_A
Garam Masala,Masala,200gm,B02393,2023-10-20,29.6,148,33.52,22.98,Ajay,279,Printer_B
Sweet N Hot Lemon Pickle,Pickle,100gm,B02394,2024-10-27,9.2,92,95.49,58.04,Ajay,295,Printer_C
Malvani Masala,Masala,100gm,B02395,2023-11-25,9.5,95,83.08,66.51,Neha,78,Printer_B
Chicken Masala,Masala,50gm,B02396,2025-03-02,5.8,116,111.91,96.4,Neha,145,Printer_C
Mango Pickle,Pickle,500gm,B02397,2025-07-28,49.0,98,34.51,28.13,Priya,188,Printer_C
Kashmiri Mirchi Powder,Masala,200gm,B02398,2025-07-06,17.0,85,91.04,61.26,Seema,283,Printer_B
Karala Chatani,Chutney,50gm,B02399,2023-01-10,5.25,105,50.19,32.97,Seema,208,Printer_C
Dhana Powder,Masala,1kg,B02400,2025-05-15,53.0,53,138.04,110.36,Ravi,93,Printer_A
Panipuri Chatani,Chutney,1kg,B02401,2023-01-05,84.0,84,107.43,85.44,Priya,95,Printer_C
Javas Chatani,Chutney,200gm,B02402,2025-01-10,27.2,136,80.13,49.83,Seema,151,Printer_C
Panipuri Chatani,Chutney,1kg,B02403,2023-01-27,71.0,71,79.7,64.51,Seema,12,Printer_C
Biryani Pulav Masala,Masala,500gm,B02404,2023-03-19,68.5,137,115.17,57.84,Ajay,68,Printer_A
Chicken Masala,Masala,100gm,B02405,2025-03-07,6.1,61,31.21,20.12,Ravi,245,Printer_B
Mango Pickle,Pickle,100gm,B02406,2023-02-25,11.1,111,146.21,111.44,Sunil,55,Printer_A
Garam Masala,Masala,500gm,B02407,2023-02-06,73.5,147,143.4,115.02,Ravi,26,Printer_B
Garam Masala,Masala,200gm,B02408,2025-10-17,17.0,85,131.82,114.92,Sunil,137,Printer_A
Karala Chatani,Chutney,100gm,B02409,2023-04-07,8.1,81,86.38,54.99,Ajay,182,Printer_A
Mix Pickle,Pickle,100gm,B02410,2024-09-22,7.7,77,126.1,99.57,Sunil,276,Printer_A
Garam Masala,Masala,200gm,B02411,2023-02-10,25.6,128,37.21,32.55,Ravi,295,Printer_C
Chicken Masala,Masala,1kg,B02412,2023-12-28,122.0,122,53.12,41.54,Ravi,177,Printer_A
Garam Masala,Masala,200gm,B02413,2024-02-27,12.6,63,55.12,33.72,Sunil,109,Printer_C
Mithi Chatani,Chutney,200gm,B02414,2025-06-26,26.8,134,99.77,88.23,Ravi,10,Printer_A
Sweet N Hot Lemon Pickle,Pickle,1kg,B02415,2025-05-25,103.0,103,102.06,77.47,Sunil,264,Printer_A
Jai Ho Mango Pickle,Pickle,100gm,B02416,2024-02-09,13.8,138,107.47,93.24,Seema,193,Printer_C
Chatpata Masala,Masala,200gm,B02417,2024-05-05,24.0,120,105.42,80.88,Seema,23,Printer_B
Javas Chatani,Chutney,100gm,B02418,2023-02-16,8.8,88,63.57,48.92,Neha,226,Printer_A
Kitchen King Masala,Masala,100gm,B02419,2024-04-16,5.7,57,79.64,65.71,Seema,95,Printer_C
Green Chilly Pickle,Pickle,500gm,B02420,2025-10-03,80.0,160,148.88,86.85,Ajay,21,Printer_B
Malvani Masala,Masala,100gm,B02421,2024-08-04,10.6,106,69.54,43.96,Ajay,143,Printer_A
Kolhapuri Thecha,Thecha,50gm,B02422,2023-10-28,5.65,113,135.89,89.83,Seema,137,Printer_A
Garam Masala,Masala,1kg,B02423,2024-12-13,69.0,69,145.23,115.91,Neha,298,Printer_C
Mango Pickle,Pickle,500gm,B02424,2024-09-12,43.5,87,67.75,44.28,Ajay,188,Printer_B
Sunday Kala Masala,Masala,100gm,B02425,2023-04-27,14.9,149,35.73,25.21,Ravi,138,Printer_B
Chat Masala,Masala,50gm,B02426,2023-08-25,6.25,125,52.74,33.63,Ravi,273,Printer_A
Tikha & Lal Mirchi Powder,Masala,50gm,B02427,2025-11-18,4.4,88,80.98,57.95,Seema,240,Printer_B
Misal Masala,Masala,50gm,B02428,2024-03-17,6.9,138,118.23,99.22,Ravi,16,Printer_C
Goda Masala,Masala,200gm,B02429,2024-02-19,11.0,55,148.6,109.9,Ravi,65,Printer_B
Sweet N Hot Lemon Pickle,Pickle,500gm,B02430,2023-03-02,57.0,114,70.36,47.57,Ajay,62,Printer_A
8+2 Mirchi Powder,Masala,100gm,B02431,2024-02-02,11.1,111,117.62,84.24,Sunil,157,Printer_B
udad dal papad,Papad,200gm,B02432,2024-05-26,33.6,168,62.19,42.12,Ajay,68,Printer_C
Bedgi Mirchi Powder,Masala,50gm,B02433,2025-06-12,6.75,135,118.17,79.84,Priya,280,Printer_C
Kitchen King Masala,Masala,500gm,B02434,2025-06-09,77.5,155,39.06,26.77,Ajay,114,Printer_A
Lemon Pickle,Pickle,200gm,B02435,2023-12-26,13.8,69,96.32,61.11,Neha,112,Printer_C
Chicken Masala,Masala,500gm,B02436,2024-11-13,69.0,138,134.9,96.1,Ajay,86,Printer_A
Kitchen King Masala,Masala,50gm,B02437,2025-04-05,3.55,71,32.52,26.56,Sunil,253,Printer_A
Kanda Lasun Masala,Masala,200gm,B02438,2024-06-04,20.0,100,53.78,34.59,Seema,179,Printer_C
Chunda,Pickle,50gm,B02439,2023-01-19,5.65,113,146.26,94.38,Ajay,249,Printer_A
Karala Chatani,Chutney,50gm,B02440,2023-10-09,4.0,80,64.58,50.45,Priya,288,Printer_C
8+2 Mirchi Powder,Masala,1kg,B02441,2025-11-21,120.0,120,41.36,25.22,Sunil,11,Printer_B
Kolhapuri Jhatka,Masala,50gm,B02442,2024-11-02,3.6,72,138.8,91.24,Seema,266,Printer_A
Hirva Thecha,Thecha,200gm,B02443,2025-11-27,33.6,168,116.55,66.33,Ajay,212,Printer_C
Mix Pickle,Pickle,500gm,B02444,2025-04-03,66.5,133,71.67,48.7,Seema,234,Printer_C
Garam Masala,Masala,500gm,B02445,2024-09-24,39.5,79,143.85,97.88,Seema,220,Printer_B
Papad,Papad,100gm,B02446,2023-07-02,16.3,163,114.28,86.35,Ajay,146,Printer_A
Malvani Masala,Masala,100gm,B02447,2024-06-07,14.0,140,38.47,33.86,Sunil,273,Printer_C
Chunda,Pickle,200gm,B02448,2025-08-04,29.8,149,117.16,78.02,Neha,238,Printer_A
8+2 Mirchi Powder,Masala,200gm,B02449,2023-11-28,12.0,60,107.7,95.93,Neha,81,Printer_A
Kashmiri Mirchi Powder,Masala,50gm,B02450,2025-07-18,5.55,111,107.99,89.21,Neha,64,Printer_A
Biryani Pulav Masala,Masala,100gm,B02451,2025-09-01,6.6,66,44.05,33.41,Priya,142,Printer_A
Mithi Chatani,Chutney,1kg,B02452,2023-04-22,134.0,134,117.31,92.55,Sunil,272,Printer_C
Mango Pickle,Pickle,1kg,B02453,2024-12-04,102.0,102,104.71,63.14,Ravi,237,Printer_A
Lasun Pickle,Pickle,1kg,B02454,2025-09-10,22.0,22,43.49,29.6,Neha,270,Printer_A
Hirva Thecha,Thecha,50gm,B02455,2025-12-09,5.05,101,76.03,55.3,Seema,80,Printer_A
Maruti Mix Pickle,Pickle,500gm,B02456,2024-08-24,49.0,98,63.23,39.19,Neha,235,Printer_C
Meat Masala,Masala,50gm,B02457,2025-03-26,6.0,120,79.3,52.76,Ravi,286,Printer_A
Biryani Pulav Masala,Masala,200gm,B02458,2024-09-27,17.0,85,83.24,72.2,Neha,106,Printer_B
Lime Chilly Pickle,Pickle,200gm,B02459,2025-06-25,20.8,104,33.1,22.06,Priya,53,Printer_A
Mango Pickle,Pickle,500gm,B02460,2025-11-09,65.0,130,145.55,113.86,Sunil,226,Printer_C
Khobra Lasun Chatani,Chutney,100gm,B02461,2024-10-13,12.0,120,86.93,52.42,Priya,254,Printer_C
Green Chilly Pickle,Pickle,200gm,B02462,2023-08-08,12.2,61,109.01,74.78,Sunil,142,Printer_A
Chatpata Thecha,Thecha,500gm,B02463,2023-05-02,85.5,171,139.82,105.75,Ajay,292,Printer_C
Kolhapuri Jhatka,Masala,500gm,B02464,2024-10-26,44.0,88,54.8,47.25,Sunil,295,Printer_A
Chatpata Masala,Masala,500gm,B02465,2024-02-15,41.5,83,125.89,94.74,Priya,213,Printer_A
Sunday Kala Masala,Masala,50gm,B02466,2025-12-23,5.55,111,131.44,107.54,Priya,202,Printer_B
Lemon Pickle,Pickle,200gm,B02467,2025-06-09,18.8,94,94.45,68.11,Ajay,169,Printer_A
8+2 Mirchi Powder,Masala,50gm,B02468,2023-08-04,7.35,147,55.42,40.89,Ajay,91,Printer_B
Chunda,Pickle,100gm,B02469,2025-06-18,6.5,65,111.14,96.95,Priya,10,Printer_C
udad dal papad,Papad,100gm,B02470,2024-08-18,7.0,70,32.98,28.05,Sunil,126,Printer_C
Tikha & Lal Mirchi Powder,Masala,500gm,B02471,2023-12-13,43.5,87,130.99,87.29,Ajay,279,Printer_B
Murabba,Pickle,50gm,B02472,2024-01-27,6.2,124,141.14,85.07,Ravi,163,Printer_A
Kashmiri Mirchi Powder,Masala,50gm,B02473,2025-12-24,6.0,120,141.03,121.34,Seema,93,Printer_A
Sweet N Hot Lemon Pickle,Pickle,50gm,B02474,2023-03-24,5.4,108,37.36,26.69,Ajay,10,Printer_B
Garam Masala,Masala,100gm,B02475,2023-12-11,11.7,117,52.62,44.28,Priya,58,Printer_B
Chatpata Masala,Masala,50gm,B02476,2023-05-09,4.3,86,70.37,53.18,Sunil,263,Printer_A
Kolhapuri Jhatka,Masala,1kg,B02477,2023-06-21,122.0,122,40.33,30.96,Ravi,108,Printer_C
Sunday Kala Masala,Masala,50gm,B02478,2025-06-28,2.75,55,47.33,34.67,Ravi,257,Printer_C
8+2 Mirchi Powder,Masala,1kg,B02479,2023-10-20,146.0,146,68.07,50.72,Priya,289,Printer_C
Tikha & Lal Mirchi Powder,Masala,1kg,B02480,2025-01-13,144.0,144,31.02,22.59,Ajay,292,Printer_A
Goda Masala,Masala,50gm,B02481,2024-04-17,6.35,127,64.23,49.21,Neha,63,Printer_A
Kolhapuri Thecha,Thecha,1kg,B02482,2023-12-21,172.0,172,63.99,48.92,Ajay,145,Printer_C
Chat Masala,Masala,1kg,B02483,2025-11-08,66.0,66,68.82,45.09,Sunil,212,Printer_C
Green Chilly Pickle,Pickle,500gm,B02484,2024-12-13,67.5,135,48.58,34.34,Priya,56,Printer_B
Dal Tadka Masala,Masala,200gm,B02485,2024-11-02,14.0,70,97.21,69.6,Ravi,79,Printer_C
Murabba,Pickle,100gm,B02486,2023-11-25,16.8,168,119.7,79.59,Ajay,194,Printer_A
Green Chilly Pickle,Pickle,500gm,B02487,2025-01-04,41.0,82,39.42,34.07,Ravi,50,Printer_B
Green Chilly Pickle,Pickle,50gm,B02488,2023-11-18,3.5,70,146.97,124.58,Sunil,294,Printer_B
Bedgi Mirchi Powder,Masala,200gm,B02489,2023-06-23,26.6,133,75.15,65.96,Priya,61,Printer_C
Chunda,Pickle,200gm,B02490,2024-09-13,16.4,82,135.81,106.28,Ajay,35,Printer_A
Chunda,Pickle,1kg,B02491,2024-11-10,128.0,128,134.86,101.22,Priya,138,Printer_A
Tikha & Lal Mirchi Powder,Masala,500gm,B02492,2024-10-09,35.5,71,79.24,58.73,Sunil,295,Printer_C
